cve,securitypatchlevel,reference,type,severity,aospversion,securitycomponent,component,other
CVE-2016-10236,2017-04-05,A-33280689 [QC-CR#1102418](https://source.codeaurora.org/quic/la//kernel/msm-3.18/commit/?id=b8199c2b852f1e23c988e10b8fbb8d34c98b4a1c),N/A,Moderate,N/A,id-in-qualcomm-usb-driver,N/A,"Updated Google devices=Pixel, Pixel XL Date reported=Nov 30, 2016"
CVE-2017-0586,2017-04-05,A-33649808,N/A,Moderate,N/A,id-in-qualcomm-sound-driver,N/A,"Updated Google devices=Nexus 5X, Nexus 6, Nexus 6P, Pixel, Pixel XL, Android One Date reported=Dec 13, 2016"
CVE-2017-6426,2017-04-05,A-33644474 [QC-CR#1106842](https://source.codeaurora.org/quic/la//kernel/msm-3.18/commit/?id=80decd6365deec08c35ecb902a58f9210599b39a),N/A,Moderate,N/A,id-in-qualcomm-spmi-driver,N/A,"Updated Google devices=Pixel, Pixel XL Date reported=Dec 14, 2016"
CVE-2017-0328,2017-04-05,A-33898322*,N/A,Moderate,N/A,id-in-nvidia-crypto-driver,N/A,"Updated Google devices=None** Date reported=Dec 24, 2016"
CVE-2017-0330,2017-04-05,A-33899858*,N/A,Moderate,N/A,id-in-nvidia-crypto-driver,N/A,"Updated Google devices=None** Date reported=Dec 24, 2016"
CVE-2014-9931,2017-04-05,A-35445101**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2014-9932,2017-04-05,A-35434683**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,"Updated Google devices=Pixel, Pixel XL Date reported=Qualcomm internal"
CVE-2014-9933,2017-04-05,A-35442512**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2014-9934,2017-04-05,A-35439275**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2014-9935,2017-04-05,A-35444951**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2014-9936,2017-04-05,A-35442420**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2014-9937,2017-04-05,A-35445102**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2015-8995,2017-04-05,A-35445002**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2015-8996,2017-04-05,A-35444658**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2015-8997,2017-04-05,A-35432947**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2015-8998,2017-04-05,A-35441175**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2015-8999,2017-04-05,A-35445401**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2015-9000,2017-04-05,A-35441076**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2015-9001,2017-04-05,A-35445400**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2015-9002,2017-04-05,A-35442421**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2015-9003,2017-04-05,A-35440626**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2016-10242,2017-04-05,A-35434643**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components-2,N/A,Updated Google devices=None** Date reported=Qualcomm internal
CVE-2016-2182,2017-03-01,[A-32096880](https://android.googlesource.com/platform/external/boringssl/+/54bf62a81586d99d0a951ca3342d569b59e69b80),N/A,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",rce-in-openssl-&-boringssl,N/A,"Updated Google devices=All Date reported=Aug 5, 2016"
CVE-2017-0466,2017-03-01,[A-33139050](https://android.googlesource.com/platform/external/libavc/+/c4f152575bd6d8cc6db1f89806e2ba1fd1bb314f) [2](https://android.googlesource.com/platform/external/libavc/+/ec9ab83ac437d31f484a86643e2cc66db8efae4c),N/A,Critical,"6.0, 6.0.1, 7.0, 7.1.1",rce-in-mediaserver-,N/A,"Updated Google devices=All Date reported=Nov 25, 2016"
CVE-2017-0467,2017-03-01,[A-33250932](https://android.googlesource.com/platform/external/libavc/+/c4f152575bd6d8cc6db1f89806e2ba1fd1bb314f) [2](https://android.googlesource.com/platform/external/libavc/+/fd9a12f9fdd9dd3e66c59dd7037e864b948085f7),N/A,Critical,"6.0, 6.0.1, 7.0, 7.1.1",rce-in-mediaserver-,N/A,"Updated Google devices=All Date reported=Nov 30, 2016"
CVE-2017-0468,2017-03-01,[A-33351708](https://android.googlesource.com/platform/external/libavc/+/0e8b1dff88e08b9d738d2360f05b96108e190995) [2](https://android.googlesource.com/platform/external/libavc/+/fd9a12f9fdd9dd3e66c59dd7037e864b948085f7),N/A,Critical,"6.0, 6.0.1, 7.0, 7.1.1",rce-in-mediaserver-,N/A,"Updated Google devices=All Date reported=Dec 5, 2016"
CVE-2017-0469,2017-03-01,[A-33450635](https://android.googlesource.com/platform/external/libavc/+/21851eaecc814be709cb0c20f732cb858cfe1440),N/A,Critical,"6.0, 6.0.1, 7.0, 7.1.1",rce-in-mediaserver-,N/A,"Updated Google devices=All Date reported=Dec 8, 2016"
CVE-2017-0470,2017-03-01,[A-33818500](https://android.googlesource.com/platform/external/libavc/+/6aac82003d665708b4e21e9b91693b642e2fa64f),N/A,Critical,"6.0, 6.0.1, 7.0, 7.1.1",rce-in-mediaserver-,N/A,"Updated Google devices=All Date reported=Dec 21, 2016"
CVE-2017-0471,2017-03-01,[A-33816782](https://android.googlesource.com/platform/external/libavc/+/4a61d15e7b0ab979ba7e80db8ddbde025c1ce6cc),N/A,Critical,"6.0, 6.0.1, 7.0, 7.1.1",rce-in-mediaserver-,N/A,"Updated Google devices=All Date reported=Dec 21, 2016"
CVE-2017-0472,2017-03-01,[A-33862021](https://android.googlesource.com/platform/external/libhevc/+/dfa7251ff270ae7e12a019e6735542e36b2a47e0),N/A,Critical,"6.0, 6.0.1, 7.0, 7.1.1",rce-in-mediaserver-,N/A,"Updated Google devices=All Date reported=Dec 23, 2016"
CVE-2017-0473,2017-03-01,[A-33982658](https://android.googlesource.com/platform/external/libavc/+/0a4463e2beddb8290e05ad552e48b17686f854ce),N/A,Critical,"6.0, 6.0.1, 7.0, 7.1.1",rce-in-mediaserver-,N/A,"Updated Google devices=All Date reported=Dec 30, 2016"
CVE-2017-0474,2017-03-01,[A-32589224](https://android.googlesource.com/platform/external/libvpx/+/6f5927de29337fa532c64d0ef8c7cb68f7c89889),N/A,Critical,"7.0, 7.1.1",rce-in-mediaserver-,N/A,Updated Google devices=All Date reported=Google internal
CVE-2017-0475,2017-03-01,[A-31914369](https://android.googlesource.com/platform/bootable/recovery/+/2c6c23f651abb3d215134dfba463eb72a5e9f8eb),N/A,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",eop-in-recovery-verifier,N/A,"Updated Google devices=All Date reported=Oct 2, 2016"
CVE-2017-0476,2017-03-01,[A-33388925](https://android.googlesource.com/platform/packages/apps/Messaging/+/8ba22b48ebff50311d7eaa8d512f9d507f0bdd0d),N/A,High,"6.0, 6.0.1, 7.0, 7.1.1",rce-in-aosp-messaging,N/A,"Updated Google devices=All Date reported=Dec 6, 2016"
CVE-2017-0477,2017-03-01,[A-33621647](https://android.googlesource.com/platform/external/libgdx/+/fba04a52f43315cdb7dd38766822af0324eab7c5),N/A,High,7.1.1,rce-in-libgdx,N/A,"Updated Google devices=All Date reported=Dec 14, 2016"
CVE-2017-0478,2017-03-01,[A-33718716](https://android.googlesource.com/platform/frameworks/ex/+/7c824f17b3eea976ca58be7ea097cb807126f73b),N/A,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",rce-in-framesequence-library,N/A,"Updated Google devices=All Date reported=Dec 16, 2016"
CVE-2017-0481,2017-03-01,[A-33434992](https://android.googlesource.com/platform/external/libnfc-nci/+/c67cc6ad2addddcb7185a33b08d27290ce54e350),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",eop-in-nfc,N/A,"Updated Google devices=All Date reported=Nov 6, 2016"
CVE-2017-0479,2017-03-01,[A-32707507](https://android.googlesource.com/platform/frameworks/av/+/22e26d8ee73488c58ba3e7928e5da155151abfd0) [2](https://android.googlesource.com/platform/frameworks/av/+/8415635765380be496da9b4578d8f134a527d86b),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",eop-in-audioserver,N/A,"Updated Google devices=All Date reported=Nov 7, 2016"
CVE-2017-0480,2017-03-01,[A-32705429](https://android.googlesource.com/platform/frameworks/av/+/22e26d8ee73488c58ba3e7928e5da155151abfd0) [2](https://android.googlesource.com/platform/frameworks/av/+/8415635765380be496da9b4578d8f134a527d86b),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",eop-in-audioserver,N/A,"Updated Google devices=All Date reported=Nov 7, 2016"
CVE-2017-0482,2017-03-01,[A-33090864](https://android.googlesource.com/platform/external/libavc/+/ec9ab83ac437d31f484a86643e2cc66db8efae4c) [2](https://android.googlesource.com/platform/external/libavc/+/0e8b1dff88e08b9d738d2360f05b96108e190995) [3](https://android.googlesource.com/platform/external/libavc/+/a467b1fb2956fdcee5636ab63573a4bca8150dbe) [4](https://android.googlesource.com/platform/external/libavc/+/3695b6bdaa183bb2852da06b63ebd5b9c2cace36) [5](https://android.googlesource.com/platform/external/libavc/+/c4f152575bd6d8cc6db1f89806e2ba1fd1bb314f) [6](https://android.googlesource.com/platform/external/libavc/+/fd9a12f9fdd9dd3e66c59dd7037e864b948085f7),N/A,High,"6.0, 6.0.1, 7.0, 7.1.1",dos-in-mediaserver,N/A,"Updated Google devices=All Date reported=Nov 22, 2016"
CVE-2017-0483,2017-03-01,[A-33137046](https://android.googlesource.com/platform/frameworks/av/+/bc62c086e9ba7530723dc8874b83159f4d77d976) [2](https://android.googlesource.com/platform/frameworks/av/+/5cabe32a59f9be1e913b6a07a23d4cfa55e3fb2f),N/A,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",dos-in-mediaserver,N/A,"Updated Google devices=All Date reported=Nov 24, 2016"
CVE-2017-0484,2017-03-01,[A-33298089](https://android.googlesource.com/platform/external/libavc/+/fd9a12f9fdd9dd3e66c59dd7037e864b948085f7) [2](https://android.googlesource.com/platform/external/libavc/+/a467b1fb2956fdcee5636ab63573a4bca8150dbe),N/A,High,"6.0, 6.0.1, 7.0, 7.1.1",dos-in-mediaserver,N/A,"Updated Google devices=All Date reported=Dec 1, 2016"
CVE-2017-0485,2017-03-01,[A-33387820](https://android.googlesource.com/platform/external/libavc/+/3695b6bdaa183bb2852da06b63ebd5b9c2cace36),N/A,High,"6.0, 6.0.1, 7.0, 7.1.1",dos-in-mediaserver,N/A,"Updated Google devices=All Date reported=Dec 6, 2016"
CVE-2017-0486,2017-03-01,[A-33621215](https://android.googlesource.com/platform/external/libavc/+/19814b7ad4ea6f0cc4cab34e50ebab2e180fc269),N/A,High,"6.0, 6.0.1, 7.0, 7.1.1",dos-in-mediaserver,N/A,"Updated Google devices=All Date reported=Dec 14, 2016"
CVE-2017-0487,2017-03-01,[A-33751193](https://android.googlesource.com/platform/external/libavc/+/aa78b96e842fc1fb70a18acff22be35c7a715b23),N/A,High,"6.0, 6.0.1, 7.0, 7.1.1",dos-in-mediaserver,N/A,"Updated Google devices=All Date reported=Dec 19, 2016"
CVE-2017-0488,2017-03-01,[A-34097213](https://android.googlesource.com/platform/external/libavc/+/0340381cd8c220311fd4fe2e8b23e1534657e399),N/A,High,"6.0, 6.0.1, 7.0, 7.1.1",dos-in-mediaserver,N/A,Updated Google devices=All Date reported=Google internal
CVE-2017-0489,2017-03-01,[A-33091107](https://android.googlesource.com/platform/frameworks/base/+/d22261fef84481651e12995062105239d551cbc6),N/A,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",eop-in-location-manager,N/A,"Updated Google devices=All Date reported=Nov 20, 2016"
CVE-2017-0490,2017-03-01,[A-33178389](https://android.googlesource.com/platform/packages/apps/CertInstaller/+/1166ca8adba9b49c9185dad11b28b02e72124d95) [2](https://android.googlesource.com/platform/packages/apps/CertInstaller/+/1ad3b1e3256a226be362de1a4959f2a642d349b7) [3](https://android.googlesource.com/platform/frameworks/opt/net/wifi/+/41c42f5bb544acf8bede2d05c6325657d92bd83c),N/A,Moderate,"6.0, 6.0.1, 7.0, 7.1.1",eop-in-wi-fi,N/A,"Updated Google devices=All Date reported=Nov 25, 2016"
CVE-2017-0491,2017-03-01,[A-32553261](https://android.googlesource.com/platform/packages/apps/PackageInstaller/+/5c49b6bf732c88481466dea341917b8604ce53fa),N/A,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",eop-in-package-manager,N/A,Updated Google devices=All Date reported=Google internal
CVE-2017-0492,2017-03-01,[A-30150688](https://android.googlesource.com/platform/frameworks/base/+/f4bed684c939b0f8809ef404b8609fe4ef849263),N/A,Moderate,7.1.1,eop-in-system-ui,N/A,Updated Google devices=All Date reported=Google internal
CVE-2017-0494,2017-03-01,[A-32764144](https://android.googlesource.com/platform/packages/apps/Messaging/+/3f9821128abd66c4cd2f040d8243efb334bfad2d),N/A,Moderate,"6.0, 6.0.1, 7.0, 7.1.1",id-in-aosp-messaging,N/A,"Updated Google devices=All Date reported=Nov 9, 2016"
CVE-2017-0495,2017-03-01,[A-33552073](https://android.googlesource.com/platform/external/libavc/+/85c0ec4106659a11c220cd1210f8d76c33d9e2ae),N/A,Moderate,"6.0, 6.0.1, 7.0, 7.1.1",id-in-mediaserver,N/A,"Updated Google devices=All Date reported=Dec 11, 2016"
CVE-2017-0496,2017-03-01,A-31554152*,N/A,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",dos-in-setup-wizard,N/A,"Updated Google devices=None** Date reported=Sep 14, 2016"
CVE-2017-0497,2017-03-01,[A-33300701](https://android.googlesource.com/platform/external/skia/+/8888cbf8e74671d44e9ff92ec3847cd647b8cdfb),N/A,Moderate,"7.0, 7.1.1",dos-in-mediaserver-2,N/A,"Updated Google devices=All Date reported=Dec 2, 2016"
CVE-2017-0498,2017-03-01,[A-30352311](https://android.googlesource.com/platform/frameworks/base/+/1c4d535d0806dbeb6d2fa5cea0373cbd9ab6d33b) [2](https://android.googlesource.com/platform/frameworks/base/+/5f621b5b1549e8379aee05807652d5111382ccc6),N/A,Moderate,"5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",dos-in-setup-wizard-2,N/A,Updated Google devices=All Date reported=Google internal
CVE-2017-0499,2017-03-01,[A-32095713](https://android.googlesource.com/platform/frameworks/av/+/22e26d8ee73488c58ba3e7928e5da155151abfd0),N/A,Low,"5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",dos-in-audioserver,N/A,"Updated Google devices=All Date reported=Oct 11, 2016"
CVE-2017-0500,2017-03-05,A-28429685*,N/A,Critical,N/A,eop-in-mediatek-components,N/A,"Updated Google devices=None** Date reported=Apr 27, 2016"
CVE-2017-0501,2017-03-05,A-28430015*,N/A,Critical,N/A,eop-in-mediatek-components,N/A,"Updated Google devices=None** Date reported=Apr 27, 2016"
CVE-2017-0502,2017-03-05,A-28430164*,N/A,Critical,N/A,eop-in-mediatek-components,N/A,"Updated Google devices=None** Date reported=Apr 27, 2016"
CVE-2017-0503,2017-03-05,A-28449045*,N/A,Critical,N/A,eop-in-mediatek-components,N/A,"Updated Google devices=None** Date reported=Apr 28, 2016"
CVE-2017-0504,2017-03-05,A-30074628*,N/A,Critical,N/A,eop-in-mediatek-components,N/A,"Updated Google devices=None** Date reported=Jul 9, 2016"
CVE-2017-0505,2017-03-05,A-31822282*,N/A,Critical,N/A,eop-in-mediatek-components,N/A,"Updated Google devices=None** Date reported=Sep 28, 2016"
CVE-2017-0506,2017-03-05,A-32276718*,N/A,Critical,N/A,eop-in-mediatek-components,N/A,"Updated Google devices=None** Date reported=Oct 18, 2016"
CVE-2017-0337,2017-03-05,A-31992762*,N/A,Critical,N/A,eop-in-nvidia-gpu-driver,N/A,"Updated Google devices=Pixel C Date reported=Oct 6, 2016"
CVE-2017-0338,2017-03-05,A-33057977*,N/A,Critical,N/A,eop-in-nvidia-gpu-driver,N/A,"Updated Google devices=Pixel C Date reported=Nov 21, 2016"
CVE-2017-0333,2017-03-05,A-33899363*,N/A,Critical,N/A,eop-in-nvidia-gpu-driver,N/A,"Updated Google devices=Pixel C Date reported=Dec 25, 2016"
CVE-2017-0306,2017-03-05,A-34132950*,N/A,Critical,N/A,eop-in-nvidia-gpu-driver,N/A,"Updated Google devices=Nexus 9 Date reported=Jan 6, 2017"
CVE-2017-0335,2017-03-05,A-33043375*,N/A,Critical,N/A,eop-in-nvidia-gpu-driver,N/A,Updated Google devices=Pixel C Date reported=Google internal
CVE-2017-0507,2017-03-05,A-31992382*,N/A,Critical,N/A,eop-in-kernel-ion-subsystem,N/A,"Updated Google devices=Android One, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, Pixel C, Pixel, Pixel XL Date reported=Oct 6, 2016"
CVE-2017-0508,2017-03-05,A-33940449*,N/A,Critical,N/A,eop-in-kernel-ion-subsystem,N/A,"Updated Google devices=Pixel C Date reported=Dec 28, 2016"
CVE-2017-0509,2017-03-05,A-32124445*,N/A,Critical,N/A,eop-in-broadcom-wi-fi-driver,N/A,"Updated Google devices=None** Date reported=Oct 12, 2016"
CVE-2017-0510,2017-03-05,A-32402555*,N/A,Critical,N/A,eop-in-kernel-fiq-debugger,N/A,"Updated Google devices=Nexus 9 Date reported=Oct 25, 2016"
CVE-2016-8479,2017-03-05,A-31824853*,N/A,Critical,N/A,eop-in-qualcomm-gpu-driver,N/A,"Updated Google devices=Android One, Nexus 5X, Nexus 6, Nexus 6P, Pixel, Pixel XL Date reported=Sep 29, 2016"
CVE-2016-9806,2017-03-05,A-33393474 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=92964c79b357efd980812c4de5c1fd2ec8bb5520),N/A,Critical,N/A,eop-in-kernel-networking-subsystem,N/A,"Updated Google devices=Pixel C, Pixel, Pixel XL Date reported=Dec 4, 2016"
CVE-2016-10200,2017-03-05,A-33753815 [Upstream kernel](https://git.kernel.org/cgit/linux/kernel/git/stable/linux-stable.git/commit/?id=32c231164b762dddefa13af5a0101032c70b50ef),N/A,Critical,N/A,eop-in-kernel-networking-subsystem,N/A,"Updated Google devices=Nexus 5X, Nexus 6P, Pixel, Pixel XL Date reported=Dec 19, 2016"
CVE-2016-8484,2017-03-05,A-28823575**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Google devices=None*** Date reported=Qualcomm internal
CVE-2016-8485,2017-03-05,A-28823681**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Google devices=None*** Date reported=Qualcomm internal
CVE-2016-8486,2017-03-05,A-28823691**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Google devices=None*** Date reported=Qualcomm internal
CVE-2016-8487,2017-03-05,A-28823724**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Google devices=None*** Date reported=Qualcomm internal
CVE-2016-8488,2017-03-05,A-31625756**,N/A,Critical,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Google devices=None*** Date reported=Qualcomm internal
CVE-2016-8655,2017-03-05,A-33358926 [Upstream kernel](https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=84ac7260236a49c79eede91617700174c2c19b0c),N/A,High,N/A,eop-in-kernel-networking-subsystem-2,N/A,"Updated Google devices=Android One, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, Pixel C, Pixel, Pixel XL Date reported=Oct 12, 2016"
CVE-2016-9793,2017-03-05,A-33363517 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=b98b0bc8c431e3ceb4b26b0dfc8db509518fb290),N/A,High,N/A,eop-in-kernel-networking-subsystem-2,N/A,"Updated Google devices=Android One, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, Pixel C, Pixel, Pixel XL Date reported=Dec 2, 2016"
CVE-2017-0516,2017-03-05,A-32341680*,N/A,High,N/A,eop-in-qualcomm-input-hardware-driver,N/A,"Updated Google devices=Android One, Pixel, Pixel XL Date reported=Oct 21, 2016"
CVE-2017-0517,2017-03-05,A-32372051*,N/A,High,N/A,eop-in-mediatek-hardware-sensor-driver,N/A,"Updated Google devices=None** Date reported=Oct 22, 2016"
CVE-2017-0457,2017-03-05,A-31695439*,N/A,High,N/A,eop-in-qualcomm-adsprpc-driver,N/A,"Updated Google devices=Nexus 5X, Nexus 6P, Pixel, Pixel XL Date reported=Sep 22, 2016"
CVE-2017-0518,2017-03-05,A-32370896*,N/A,High,N/A,eop-in-qualcomm-fingerprint-sensor-driver,N/A,"Updated Google devices=Pixel, Pixel XL Date reported=Oct 24, 2016"
CVE-2017-0519,2017-03-05,A-32372915*,N/A,High,N/A,eop-in-qualcomm-fingerprint-sensor-driver,N/A,"Updated Google devices=Pixel, Pixel XL Date reported=Oct 24, 2016"
CVE-2017-0520,2017-03-05,A-31750232 [QC-CR#1082636](https://source.codeaurora.org/quic/la/kernel/msm-3.18/commit/?id=eb2aad752c43f57e88ab9b0c3c5ee7b976ee31dd),N/A,High,N/A,eop-in-qualcomm-crypto-engine-driver,N/A,"Updated Google devices=Nexus 5X, Nexus 6, Nexus 6P, Android One, Pixel, Pixel XL Date reported=Sep 24, 2016"
CVE-2017-0458,2017-03-05,A-32588962 [QC-CR#1089433](https://source.codeaurora.org/quic/la//kernel/msm-3.18/commit/?id=eba46cb98431ba1d7a6bd859f26f6ad03f1bf4d4),N/A,High,N/A,eop-in-qualcomm-camera-driver,N/A,"Updated Google devices=Pixel, Pixel XL Date reported=Oct 31, 2016"
CVE-2017-0521,2017-03-05,A-32919951 [QC-CR#1097709](https://source.codeaurora.org/quic/la/kernel/msm-3.18/commit/?id=dbe4f26f200db10deaf38676b96d8738afcc10c8),N/A,High,N/A,eop-in-qualcomm-camera-driver,N/A,"Updated Google devices=Nexus 5X, Nexus 6P, Android One, Pixel, Pixel XL Date reported=Nov 15, 2016"
CVE-2017-0522,2017-03-05,A-32916158*,N/A,High,N/A,eop-in-mediatek-apk,N/A,"Updated Google devices=None** Date reported=Nov 15, 2016"
